id,title,author,rating,tags,platform
1202,海贼盖伦,河流之汪,3.1,悬疑、奇幻、冒险,番茄小说
1203,千山独行,接卡口,2.6,历史、历史、武侠,QQ 阅读
1204,我不可能是剑神,裴不了,2.5,历史、武侠、搞笑,微信读书
1205,超凡贵族,长戟大兜2,2.1,历史、历史、奇幻,起点读书
1206,小明星演义,二楼的元素,2.7,悬疑、娱乐、悬疑,QQ 阅读
1207,环城术士,黑袍雷斯林,2.5,都市、都市、奇幻,QQ 阅读
1208,最强重生系统,初恋璀璨如夏花,3.5,都市、系统、重生,番茄小说
1209,烂片之王,何未满,2.6,历史、娱乐、搞笑,微信读书
1210,手术直播间,真熊初墨,2.3,玄幻、医学、都市,起点读书
1211,成为了道医之后,忽悠啊,2.2,悬疑、灵异、悬疑,QQ 阅读
1212,匹夫的逆袭,骁骑校,2.6,玄幻、都市、逆袭,番茄小说
1213,汉兴,硕鼠就是我,3.5,历史、历史、争霸,Kindle 商店
1214,天道今天不上班,魔性沧月,2.4,历史、玄幻、搞笑,微信读书
1215,升龙道,血红,3.8,历史、仙侠、都市,番茄小说
1216,沧海,凤歌,3.6,悬疑、武侠、江湖,起点读书
1217,长生不死，我以武道证人仙,雪风大明尊,2.6,科幻、武侠、修仙,起点读书
1218,最终救赎,诸生浮屠,3.1,科幻、科幻、末世,微信读书
1219,天才基本法,长洱,3.9,历史、校园、励志,Kindle 商店
1220,穿越时空的蝴蝶,老老王,3.2,玄幻、历史、穿越,起点读书
1221,底牌,阿梅,4.2,悬疑、悬疑、推理,微信读书
1222,诡秘：悖论途径,翟南,3.0,科幻、科幻、悬疑,Kindle 商店
1223,隐入华年1993,火中取例,3.0,都市、都市、年代,番茄小说
1224,学霸的星辰大海,眉语目笑,3.2,都市、校园、科幻,Kindle 商店
1225,末世：我的关键词比别人多一个,棉衣卫,2.9,武侠、末世、异能,起点读书
1226,寸芒,我吃西红柿,3.3,武侠、仙侠、修真,微信读书
1227,文娱缔造者,别人家的小猫咪,2.5,科幻、娱乐、系统,番茄小说
1228,星界蟑螂,千里送一血,3.5,都市、科幻、星际,微信读书
1229,复兴之路,wanglong,4.0,武侠、历史、励志,起点读书
1230,末世法师,滚开,3.0,玄幻、末世、玄幻,起点读书
1231,女帝直播攻略,油爆香菇,3.2,科幻、穿越、直播,微信读书
1232,真君请息怒,张老西,2.9,武侠、仙侠、搞笑,Kindle 商店
1233,材料为王,急冻人,3.7,都市、都市、科技,Kindle 商店
1234,真气时代,造化斋主,2.9,悬疑、玄幻、修真,Kindle 商店
1235,SC之彼岸花,无罪,3.9,科幻、科幻、游戏,QQ 阅读
1236,冤种玩家的人生模拟器,央墨,3.4,玄幻、系统、模拟,起点读书
1237,暗夜游侠,深蓝椰子汁,2.8,都市、都市、奇幻,起点读书
1238,人生副本游戏,我爱小依,2.8,武侠、系统、冒险,起点读书
1239,重生潜入梦,第十个名字,2.2,科幻、重生、悬疑,番茄小说
1240,余下的，只有噪音,沉默的爱,3.5,玄幻、都市、情感,QQ 阅读
1241,微*******城,顾漫,3.9,玄幻、都市、言情,微信读书
1242,校花的贴身高手,鱼人二代,1.9,玄幻、都市、异能,微信读书
1243,冠绝新汉朝,战袍染血,2.8,玄幻、历史、争霸,QQ 阅读
1244,没钱上大学的我只能去屠龙了,宇宙无敌水哥,2.5,科幻、奇幻、冒险,番茄小说
1245,舌尖上的霍格沃茨,幽萌之羽,1.8,历史、奇幻、同人,QQ 阅读
1246,美漫修仙实录,黑灯夏火,2.7,玄幻、美漫、修仙,Kindle 商店
1247,回到21世纪,kl3300,3.9,武侠、穿越、都市,QQ 阅读
1248,蛮荒记,树下野狐,4.2,科幻、玄幻、神话,起点读书
1249,大汉帝国风云录,猛子,3.6,武侠、历史、战争,微信读书
1250,逍遥军医,中秋月明,3.1,都市、都市、医学,番茄小说
1251,武侠世界大拯救,殊彦,2.6,武侠、武侠、系统,微信读书
1252,篮坛教皇,兔来割草,3.4,武侠、体育、篮球,微信读书
1253,诡秘：从阅读者开始,名火速返,2.8,悬疑、悬疑、奇幻,QQ 阅读
1254,电子生涯,范含,4.2,玄幻、科技、都市,微信读书
1255,七十年代学霸,湖涂,3.5,都市、年代、校园,Kindle 商店
1256,深海之龙,接卡口,3.3,武侠、奇幻、冒险,番茄小说
1257,我才不要恋爱游戏,尺间萤火,3.2,都市、都市、恋爱,微信读书
1258,网游之学习雷锋好榜样,师傅,4.4,历史、游戏、正能量,QQ 阅读
1259,圣光,通吃道人.QD,2.9,武侠、玄幻、西幻,番茄小说
1260,五行缺鸡[综话本],黏糖,3.7,科幻、综漫、搞笑,起点读书
1261,深空彼岸,辰东,2.5,悬疑、玄幻、星际,番茄小说
1262,人道至尊,宅猪,3.2,都市、玄幻、争霸,番茄小说
1263,骑砍风云录,鲜花和辣椒,3.3,玄幻、历史、游戏,QQ 阅读
1264,长风,紫钗恨,3.8,玄幻、玄幻、言情,番茄小说
1265,太阳的距离,黑曜圣石,4.0,科幻、科幻、星际,番茄小说
1266,佣兵的战争,如水意,3.4,悬疑、军事、冒险,QQ 阅读
1267,战国明月,七月新番,2.6,悬疑、历史、战国,Kindle 商店
1268,每天都离现形更近一步,陈词懒调,3.0,科幻、都市、奇幻,番茄小说
1269,无限流的元宇宙,浮肿,2.2,科幻、无限流、科幻,番茄小说
1270,有匪,priest,4.2,科幻、武侠、江湖,Kindle 商店
1271,山沟皇帝,雨天下雨,2.8,科幻、历史、穿越,番茄小说
1272,殖装,铅笔刀,3.1,科幻、科幻、机甲,QQ 阅读
1273,天才相师,打眼,3.1,悬疑、都市、玄学,起点读书
1274,香港往事,沧海煮成酒,3.5,悬疑、都市、怀旧,起点读书
1275,重生之女神养成计划,维斯特帕列,3.5,历史、娱乐、重生,起点读书
1276,征服天国之曙光时代,实心熊,2.3,都市、历史、战争,番茄小说
1277,主神挂了,李古丁,2.9,悬疑、无限流、搞笑,番茄小说
1278,伯符的恐怖故事集0,接卡口,4.1,悬疑、灵异、悬疑,QQ 阅读
1279,布莱肯林场,塔维河的渔夫,2.8,玄幻、灵异、冒险,Kindle 商店
1280,天外重生者,老黑怪,3.1,科幻、科幻、重生,起点读书
1281,大周仙吏,荣小荣,2.8,都市、仙侠、官场,微信读书
1282,武侠江湖大冒险,夜雨飘灯,2.4,武侠、武侠、冒险,QQ 阅读
1283,法师故事,索斯,4.0,悬疑、奇幻、魔法,Kindle 商店
1284,百炼成仙,幻雨,2.8,玄幻、仙侠、修真,QQ 阅读
1285,水银之血,不祈十弦,2.8,武侠、武侠、悬疑,起点读书
1286,重启高一,白雨涵,3.0,科幻、校园、重生,番茄小说
1287,人在港综，你管这叫卧底？,不吃葱花,3.0,悬疑、港综、悬疑,番茄小说
1288,双剑,虾写,3.8,武侠、武侠、江湖,QQ 阅读
1289,秦歌一曲,老实人12,2.9,悬疑、历史、言情,微信读书
1290,情与血,兰帝魅晨,3.4,武侠、武侠、恩怨,Kindle 商店
1291,人间无数雨打去,鹿门客,4.2,武侠、武侠、情感,番茄小说
1292,农家小福女,郁雨竹,3.9,科幻、年代、种田,番茄小说
1293,电视剧世界,五方行尽,3.0,悬疑、影视、穿越,Kindle 商店
1294,银色猎手,无边风月,3.6,玄幻、玄幻、冒险,微信读书
1295,天下,高月,3.4,历史、历史、争霸,微信读书
1296,迷失大陆,读书之人,4.1,武侠、武侠、冒险,起点读书
1297,我真不是神仙,刀一耕,2.4,玄幻、仙侠、搞笑,QQ 阅读
1298,医路坦途,臧福生,3.1,武侠、医学、都市,QQ 阅读
1299,龙虎道主,我是瞎混的,2.8,历史、灵异、道学,微信读书
1300,海贼之黑旗商会,六十刹那,3.7,历史、海贼、经商,起点读书
1301,斗铠,老猪,1.9,科幻、科幻、机甲,Kindle 商店
1302,濒危修仙门派考察报告,从零开始099,3.0,玄幻、仙侠、搞笑,起点读书
1303,读书成圣,苏牧武,2.6,都市、都市、玄幻,Kindle 商店
1304,悲惨世界,不死人,2.6,都市、都市、现实,Kindle 商店
1305,求生在动物世界[快穿],撸猫客,3.9,都市、快穿、冒险,微信读书
1306,重生女学霸,迷失之途,3.7,都市、校园、重生,微信读书
1307,重生电子帝国,麻辣斯基,3.2,悬疑、科技、重生,番茄小说
1308,我说了我会时光倒流,熊狼狗,2.9,武侠、都市、异能,Kindle 商店
1309,道长去哪了,八宝饭,2.8,玄幻、灵异、搞笑,微信读书
1310,球在脚下,dleer,3.4,悬疑、体育、足球,QQ 阅读
1311,日在火影,某胖,3.3,玄幻、动漫、同人,起点读书
1312,全能炼金师,缘分0,3.5,悬疑、奇幻、炼金,番茄小说
1313,位面征服者,野山黑猪,2.5,悬疑、无限流、征服,番茄小说
1314,亡清,富春山居,3.3,玄幻、历史、穿越,番茄小说
1315,魔王,月下桑,3.8,玄幻、奇幻、养成,起点读书
1316,我的前世模拟器,红颜三千,2.6,都市、系统、模拟,Kindle 商店
1317,古龙世界里的吃瓜剑客,西瓜吃葡萄,2.8,武侠、武侠、同人,QQ 阅读
1318,我的玩家都是演技派,青衫取醉,2.9,武侠、游戏、搞笑,番茄小说
1319,明末不求生,宇文郡主,3.2,科幻、历史、穿越,QQ 阅读
1320,众仆之仆,九鱼,3.1,悬疑、奇幻、冒险,微信读书
1321,朱门风流,府天,3.5,武侠、历史、宅斗,番茄小说
1322,一剑斩破九重天,流浪的蛤蟆,2.5,悬疑、仙侠、热血,微信读书
1323,我的黄毛app,上衫夏乡,3.0,玄幻、都市、异能,起点读书
1324,身为法师的我只想追求真理,乌鸦一号,2.6,都市、奇幻、法师,Kindle 商店
1325,超级探险直播,宇文长弓,3.0,悬疑、冒险、直播,QQ 阅读
1326,夜天子,月关,2.0,都市、历史、权谋,起点读书
1327,电影大师,机器人瓦力,2.3,科幻、娱乐、励志,QQ 阅读
1328,罗浮,无罪,3.5,都市、仙侠、修真,微信读书
1329,重生世纪之交,草木久久,2.0,悬疑、年代、重生,微信读书
1330,资本论,卡尔·马克思,4.8,悬疑、哲学、经典,番茄小说
1331,黄昏分界,黑山老鬼,2.9,悬疑、灵异、悬疑,微信读书
1332,废土西游,海带酒,4.0,都市、末世、西游,微信读书
1333,天王，天兄，奥古斯都,顾闻行,3.8,历史、历史、西方,Kindle 商店
1334,从柯南开始重新做人,李四羊,3.0,玄幻、推理、同人,起点读书
1335,大唐行镖,金寻者,4.0,都市、武侠、江湖,番茄小说
1336,每天都在征服情敌,乘月返真,3.6,悬疑、都市、恋爱,Kindle 商店
1337,仙傲,雾外江山,3.0,悬疑、仙侠、争霸,Kindle 商店
1338,时空棋局,竹上猪猪,2.5,科幻、科幻、时空,起点读书
1339,在座都是我小号,卡列颠尼亚,3.0,玄幻、玄幻、系统,起点读书
1340,盗香,走过青春岁月,3.2,武侠、武侠、冒险,Kindle 商店
1341,韩娱之影帝,榴弹怕水,3.1,科幻、娱乐、韩国,起点读书
1342,长风万里尽汉歌,汉风雄烈,3.1,科幻、历史、战争,QQ 阅读
1343,迷失在白垩纪,林中之马的魔王,2.8,玄幻、科幻、冒险,番茄小说
1344,香色倾城,常书欣,4.0,历史、都市、言情,番茄小说
1345,重生之2006,雨去欲续,2.8,玄幻、年代、重生,微信读书
1346,星媒舵手,脑袋空空如也,3.5,悬疑、娱乐、职场,起点读书
1347,在不正常的地球开餐厅的日子,一吨大苹果,2.7,玄幻、都市、奇幻,微信读书
1348,在美漫当心灵导师的日子,遇牧烧绳,2.6,武侠、美漫、异能,微信读书
1349,恐怖女王[快穿],三分流火,3.3,悬疑、快穿、恐怖,番茄小说
1350,方外：消失的八门,徐公子胜治,3.5,历史、灵异、江湖,番茄小说
1351,本港风情画,凋零树,3.0,历史、都市、怀旧,Kindle 商店
1352,数据眼,战袍染血,3.0,历史、都市、异能,番茄小说
1353,辛亥大英雄,河马散人,3.1,都市、历史、战争,Kindle 商店
1354,扼元,蟹的心,3.2,悬疑、历史、权谋,微信读书
1355,曹贼,庚新,3.1,都市、历史、三国,QQ 阅读
1356,主神的猥琐继承人,半只青蛙,2.6,武侠、无限流、搞笑,番茄小说
1357,我是杀毒软件,懒鸟,2.6,科幻、科幻、系统,微信读书
1358,续南明,老白牛,3.0,科幻、历史、穿越,微信读书
1359,七界传说,心梦无痕,3.2,科幻、仙侠、玄幻,起点读书
1360,七日狂鲨,游少游S,4.4,科幻、灾难、冒险,起点读书
1361,残阳帝国,野狼獾,2.4,历史、军事、末世,起点读书
1362,御煞,寻春续昼,2.5,历史、灵异、悬疑,起点读书
1363,匈奴皇帝,芈黍离,1.6,玄幻、历史、争霸,Kindle 商店
1364,地中海霸主,月影梧桐,2.4,悬疑、历史、战争,QQ 阅读
1365,死灵法师,读书之人,4.3,玄幻、奇幻、亡灵,QQ 阅读
1366,我的26岁女房客,超级大坦克科比,3.0,武侠、都市、言情,番茄小说
1367,龙脉君王,北地的极光,3.0,悬疑、玄幻、风水,Kindle 商店
1368,真髓,魔力的真髓,4.1,武侠、武侠、江湖,微信读书
1369,时空之头号玩家,风上忍,2.5,悬疑、科幻、游戏,番茄小说
1370,法师路,七重地狱九重殿,3.5,玄幻、奇幻、魔法,Kindle 商店
1371,女侠且慢,关关公子,2.9,科幻、武侠、言情,起点读书
1372,天王,跳舞,3.5,都市、都市、异能,番茄小说
1373,苟在忍者世界,kid小子,2.4,玄幻、动漫、同人,番茄小说
1374,最终神职,拓跋狗蛋,2.6,武侠、奇幻、冒险,QQ 阅读
1375,黄庭,亲吻指尖,3.9,科幻、仙侠、修真,微信读书
1376,武侠世界大穿越,我叫排云掌,2.5,武侠、武侠、穿越,QQ 阅读
1377,随清风去,大明狂士,3.0,科幻、历史、穿越,番茄小说
1378,编程之战,程序小猿,4.0,科幻、科技、竞技,微信读书
1379,戈地图在1985,佚名作者,4.4,武侠、年代、励志,微信读书
1380,网游之独步武侠,勇敢的号角,3.4,武侠、游戏、武侠,起点读书
1381,黑风老妖,和气生财,3.5,玄幻、仙侠、妖怪,QQ 阅读
1382,都市美女狩猎者,冬天里的熊,3.8,都市、都市、言情,Kindle 商店
1383,财色无边,我杀破狼,3.3,科幻、都市、经商,起点读书
1384,宠物小精灵之庭树,轻泉流响,3.4,科幻、动漫、养成,QQ 阅读
1385,大主宰,天蚕土豆,2.2,玄幻、玄幻、升级,起点读书
1386,我就是巫妖,红高达,3.9,历史、奇幻、巫妖,QQ 阅读
1387,最后一个使徒,卷土,2.4,武侠、无限流、冒险,QQ 阅读
1388,电影世界穿梭门,龙升云霄,1.5,历史、影视、穿越,微信读书
1389,红星兔的末日复兴日记,宅骑士,3.7,科幻、末世、励志,QQ 阅读
1390,冰火魔厨,唐家三少,2.8,武侠、玄幻、美食,微信读书
1391,无限之绝对疯狂,死亡丧歌,3.2,都市、无限流、惊悚,起点读书
1392,萌娘三国演义,三十二变,3.3,武侠、动漫、同人,起点读书
1393,侠行天下,zhttty,2.1,都市、武侠、系统,番茄小说
1394,网游之武林霸图,虾写,3.8,历史、游戏、武侠,Kindle 商店
1395,儒雅随和的我不是魔头,李古丁,2.8,科幻、玄幻、搞笑,Kindle 商店
1396,1640四海扬帆,人生一场康波,2.9,玄幻、历史、航海,微信读书
1397,玄界之门,忘语,2.4,玄幻、仙侠、修真,番茄小说
1398,我的苏联,青山白松,3.6,玄幻、历史、穿越,Kindle 商店
1399,武侠：开局奖励满级神功,落魄的小纯洁,2.3,武侠、武侠、系统,起点读书
1400,重铸未来,养猫的黑背,1.3,科幻、科幻、未来,番茄小说
1401,没有来生,月下桑,4.2,科幻、科幻、伦理,起点读书
1402,我，旧日支配者,一碗杜康,2.9,玄幻、克苏鲁、玄幻,QQ 阅读
1403,从1935到2020,半只青蛙,2.6,都市、历史、穿越,QQ 阅读
1404,网游之纵横天下,失落叶,3.5,武侠、游戏、竞技,QQ 阅读
1405,慢慢仙途,绝世小白,3.8,都市、仙侠、言情,番茄小说
1406,牛老师，发生甚么事了？,纸上吉诃德,3.7,历史、都市、搞笑,微信读书
1407,火焰王子,古老城堡,2.1,都市、都市、言情,微信读书
1408,诸天投影,裴屠狗,2.2,科幻、无限流、投影,QQ 阅读
1409,先砍一刀,面目全黑,3.1,科幻、都市、异能,QQ 阅读
1410,重生之超级富豪,八爪章鱼,3.5,都市、重生、经商,Kindle 商店
1411,皇兄何故造反？,月麒麟,2.8,科幻、历史、权谋,QQ 阅读
1412,大顺永昌,富春山居,3.1,武侠、历史、穿越,Kindle 商店
1413,奋斗吧，加夫里尔,懵懂的猪,3.9,都市、都市、励志,起点读书
1414,问剑,黑灯夏火,2.5,玄幻、仙侠、剑道,Kindle 商店
1415,紫府仙缘,百里玺,3.1,科幻、仙侠、修真,番茄小说
1416,天启之门,跳舞,2.4,科幻、科幻、冒险,番茄小说
1417,柯南之最强大叔,孤城家的阿流,3.5,历史、推理、同人,微信读书
1418,文理双修,两只小猪呼噜噜,3.6,玄幻、校园、励志,Kindle 商店
1419,开局顶流的我怎么会糊,别人家的小猫咪,2.6,都市、娱乐、逆袭,番茄小说
1420,异侠,自在,3.8,玄幻、玄幻、异能,番茄小说
1421,霍格沃茨的魔文教授,弦之韻,3.7,武侠、奇幻、同人,起点读书
1422,道缘浮图,烟雨江南,2.9,历史、仙侠、权谋,Kindle 商店
1423,重生六零好时光,湖涂,3.7,科幻、年代、重生,QQ 阅读
1424,超级写轮眼,姜大炮,3.8,科幻、动漫、同人,起点读书
1425,大影帝,苏释晨来了,3.0,科幻、娱乐、励志,微信读书
1426,步剑庭,意缥缈,3.0,都市、武侠、江湖,QQ 阅读
1427,死亡万花筒,西子绪,3.5,悬疑、无限流、恐怖,微信读书
1428,神魔养殖场,黑瞳王,3.0,玄幻、玄幻、冒险,番茄小说
1429,我是幸存者,型男密码,3.2,科幻、末世、生存,微信读书
1430,妖魔哪里走,全金属弹壳,2.9,玄幻、灵异、捉妖,微信读书
1431,网游之射破苍穹,龙大人,3.3,悬疑、游戏、竞技,番茄小说
1432,八零后少林方丈,黑土冒青烟,3.0,武侠、历史、少林,QQ 阅读
1433,猎网,虾写,3.6,武侠、都市、悬疑,Kindle 商店
1434,扶风歌,蟹的心,3.5,玄幻、玄幻、言情,Kindle 商店
1435,贵妃起居注,御井烹香,4.1,玄幻、历史、宫廷,番茄小说
1436,善良的死神,唐家三少,2.8,科幻、玄幻、冒险,起点读书
1437,我打造了旧日支配者神话,金色梦乡,2.8,玄幻、克苏鲁、玄幻,QQ 阅读
1438,周游诸天万界,殷长生,2.8,科幻、无限流、穿越,微信读书
1439,生存[末世],黄小婵,3.6,历史、末世、生存,起点读书
1440,致四千年后,祈耳喵,2.8,玄幻、科幻、未来,Kindle 商店
1441,重返1977,镶黄旗,1.8,悬疑、年代、重生,Kindle 商店
1442,一品江山,三戒大师,3.2,都市、历史、权谋,QQ 阅读
1443,土佐之梦,周元祀,3.3,武侠、历史、日本,起点读书
1444,赤侠,红烧大黑鱼,3.0,悬疑、历史、侠义,番茄小说
1445,不败战神,方想,3.0,都市、玄幻、热血,微信读书
1446,帝尊,宅猪,3.1,科幻、玄幻、争霸,番茄小说
1447,杀出矩阵：起源,迷路的鱼,2.6,历史、科幻、末世,番茄小说
1448,死灵博物馆,盐渍月鸦,3.5,悬疑、灵异、悬疑,番茄小说
1449,李氏,死狗咦,3.0,都市、历史、家族,微信读书
1450,通天大圣,蛇吞鲸,3.1,都市、玄幻、神话,Kindle 商店
1451,琴帝,唐家三少,2.7,玄幻、玄幻、音乐,起点读书
1452,[综]东京恋爱养成攻略,叶子田粥,4.0,玄幻、综漫、恋爱,番茄小说
1453,天宝风流,水叶子,3.4,科幻、历史、言情,微信读书
1454,浪迹在武侠世界的道士,中原五百,2.4,武侠、武侠、道士,起点读书
1455,异世盗皇,误道者,3.6,都市、玄幻、盗贼,番茄小说
1456,[泰坦尼克]真爱永恒,漫空,4.0,都市、影视、言情,番茄小说
1457,黑暗超神,左右X,2.6,历史、科幻、超神,微信读书
1458,重生大玩家,邱天27,3.1,悬疑、游戏、重生,番茄小说
1459,大不列颠之影,趋时,2.9,科幻、历史、英国,微信读书
1460,虎狼,灰熊猫,2.1,都市、历史、战争,起点读书
1461,仙界独尊,蛇吞鲸,2.4,历史、仙侠、争霸,微信读书
1462,（快穿）富贵荣华,昔我晚矣,3.5,历史、快穿、言情,起点读书
1463,弄潮,瑞根,3.4,武侠、都市、商战,番茄小说
1464,梦想为王,中秋月明,2.6,武侠、都市、励志,QQ 阅读
1465,我在东京克苏鲁,一键三连,2.9,历史、克苏鲁、日本,微信读书
1466,夜明珠,伯伦希尔,4.2,玄幻、玄幻、悬疑,Kindle 商店
1467,法兰西不缺皇帝,幸运的苏面,3.1,武侠、历史、法国,QQ 阅读
1468,小阁老,三戒大师,2.4,历史、历史、官场,起点读书
1469,全民魔女1994,宇宙鸽,3.2,科幻、科幻、魔女,微信读书
1470,变身路人女主,醉卧笑伊人,2.5,悬疑、动漫、穿越,起点读书
1471,湛蓝权杖,躺摆混,3.3,都市、玄幻、冒险,起点读书
1472,网游之邪龙逆天,火星引力,3.4,科幻、游戏、热血,QQ 阅读
1473,超级大航海,虾写,3.6,科幻、历史、航海,微信读书
1474,镇妖博物馆,阎ZK,2.4,历史、灵异、博物馆,微信读书
1475,光明纪元,血红,3.0,都市、玄幻、光明,起点读书
1476,咸鱼翻身的正确姿势,二宝天使,2.1,科幻、都市、逆袭,微信读书
1477,奶爸的文艺人生,寒门,2.4,科幻、都市、奶爸,QQ 阅读
1478,大宋帝国征服史,cuslaa.QD,3.6,历史、历史、战争,Kindle 商店
1479,参天,风御九秋,1.6,都市、仙侠、修真,微信读书
1480,国王,新海月1,2.7,科幻、历史、权谋,Kindle 商店
1481,随身装着一口泉,我要的是葫芦,3.7,武侠、都市、异能,微信读书
1482,不可名状的赛博朋克,卖盘的狐狸,3.0,玄幻、赛博、克苏鲁,起点读书
1483,我就是能进球,不吃小南瓜,2.9,悬疑、体育、足球,QQ 阅读
1484,网游之修罗传说,火星引力,3.4,悬疑、游戏、传奇,起点读书
1485,一品丹仙,八宝饭,2.6,历史、仙侠、炼丹,Kindle 商店
1486,无限生存游戏,轻云淡,3.7,悬疑、无限流、生存,起点读书
1487,魔临,纯洁滴小龙,2.6,历史、灵异、悬疑,番茄小说
1488,绝世人妖养成系统,呜啼,3.3,科幻、系统、搞笑,微信读书
1489,仙宝,烛,3.2,悬疑、仙侠、宝物,Kindle 商店
1490,无限绅士,奇想,2.9,历史、无限流、绅士,Kindle 商店
1491,完本之王,格子里的夜晚,3.0,都市、娱乐、系统,Kindle 商店
1492,铁血大民国,大罗罗,2.4,玄幻、历史、军事,番茄小说
1493,胜券在手,dleer,4.0,悬疑、体育、竞技,番茄小说
1494,快穿之打脸狂魔,风流书呆,3.5,悬疑、快穿、打脸,番茄小说
1495,暴君时代,诸葛风行,3.8,科幻、历史、权谋,Kindle 商店
1496,第七颗头骨,凤凰,4.4,玄幻、灵异、悬疑,Kindle 商店
1497,重塑人生三十年,皇家雇佣猫,2.6,悬疑、年代、重生,微信读书
1498,法师手札,沁纸花青,3.2,武侠、奇幻、手札,番茄小说
1499,怨气撞铃,尾鱼,3.9,武侠、灵异、冒险,QQ 阅读
